customer_id,campaign_id,channel,region,device,age,income,tenure_months,prev_purchases,session_duration_min,pages_viewed,spend,impressions,clicks,conversions,revenue,converted
C00916,CMP_018,Email,East,Mobile,39,67418.0,0,6,3.3,3,40.1,1825,54,0,0.0,0
C00917,CMP_008,Email,East,Desktop,23,28799.0,51,7,1.92,4,40.45,1970,73,0,0.0,0
C00918,CMP_006,Social,East,Desktop,34,46683.0,62,5,1.93,4,365.97,20320,407,34,3407.22,1
C00919,CMP_003,Search,South,Mobile,66,33251.0,0,4,7.26,7,598.11,19010,1259,0,0.0,0
C00920,CMP_026,Email,South,Mobile,54,44110.0,69,3,7.24,10,67.27,2821,93,8,757.47,1
C00921,CMP_028,Influencer,Central,Mobile,25,77508.0,52,0,5.11,7,1880.25,70761,1331,45,4433.46,1
C00922,CMP_026,Display,North,Desktop,32,43978.0,29,3,1.59,7,280.94,16583,138,0,0.0,0
C00923,CMP_005,Search,South,Desktop,31,67929.0,46,4,1.99,5,351.55,19941,1283,0,0.0,0
C00924,CMP_002,Email,East,Desktop,32,82311.0,65,3,6.81,8,41.15,1270,45,0,0.0,0
C00925,CMP_005,Social,East,Mobile,53,54504.0,61,4,1.3,10,364.12,17195,141,0,0.0,0
C00926,CMP_031,Email,North,Mobile,64,72888.0,74,3,0.78,2,54.21,3468,140,0,0.0,0
C00927,CMP_030,Affiliate,North,Mobile,54,64560.0,3,4,3.52,4,115.48,6623,165,0,0.0,0
C00928,CMP_012,Search,West,Desktop,43,57096.0,75,2,5.12,6,790.54,36774,2470,0,0.0,0
C00929,CMP_003,Display,East,Desktop,26,68506.0,3,4,0.93,7,219.26,11897,79,0,0.0,0
C00930,CMP_013,Social,North,Mobile,25,88119.0,62,2,7.03,6,437.06,25332,289,0,0.0,0
C00931,CMP_033,Social,East,Mobile,60,43529.0,33,2,4.68,8,385.51,26070,333,0,0.0,0
C00932,CMP_006,Search,West,Mobile,53,37734.0,6,2,1.81,7,480.1,21917,1314,0,0.0,0
C00933,CMP_032,Influencer,Central,Mobile,44,36678.0,66,4,5.49,13,1683.51,107084,2416,98,5494.76,1
C00934,CMP_019,Influencer,North,Mobile,48,72900.0,53,0,0.58,5,1038.82,46223,1143,0,0.0,0
C00935,CMP_006,Social,South,Mobile,62,75329.0,63,7,3.76,6,285.65,12570,400,25,1407.01,1
C00936,CMP_038,Affiliate,West,Mobile,60,45333.0,36,8,3.9,10,290.09,13971,335,0,0.0,0
C00937,CMP_021,Email,South,Mobile,22,16552.0,26,3,5.17,6,63.23,3262,140,0,0.0,0
C00938,CMP_027,Affiliate,North,Desktop,38,42854.0,59,4,5.67,4,235.31,13540,485,0,0.0,0
C00939,CMP_004,Email,North,Mobile,20,64861.0,20,1,8.89,5,52.78,2588,116,12,353.37,1
C00940,CMP_015,Social,West,Desktop,38,53799.0,77,3,4.94,11,515.65,23156,282,0,0.0,0
C00941,CMP_026,Influencer,East,Tablet,51,58246.0,65,2,1.24,9,1125.04,46605,1153,0,0.0,0
C00942,CMP_026,Email,South,Mobile,28,45580.0,95,1,2.26,9,46.34,2591,82,0,0.0,0
C00943,CMP_003,Search,West,Mobile,25,73254.0,2,4,25.33,6,741.99,37388,2361,0,0.0,0
C00944,CMP_025,Search,North,Mobile,43,61177.0,56,3,0.93,6,573.62,30374,1728,0,0.0,0
C00945,CMP_038,Social,West,Desktop,45,65556.0,53,7,18.33,5,307.49,16588,313,0,0.0,0
C00946,CMP_032,Display,Central,Desktop,55,57863.0,82,2,16.54,2,299.86,19174,270,0,0.0,0
C00947,CMP_009,Affiliate,North,Desktop,18,64439.0,40,2,1.22,7,178.0,10892,331,0,0.0,0
C00948,CMP_037,Affiliate,East,Desktop,30,63254.0,89,4,10.06,8,245.11,14089,427,28,2755.57,1
C00949,CMP_028,Social,South,Mobile,58,38295.0,22,4,6.95,7,516.38,25035,404,0,0.0,0
C00950,CMP_003,Search,West,Mobile,53,61715.0,82,3,11.37,4,381.01,14175,928,0,0.0,0
C00951,CMP_006,Social,South,Mobile,64,69247.0,49,3,2.35,6,394.91,17848,258,13,1091.18,1
C00952,CMP_037,Social,West,Tablet,60,75793.0,90,4,6.97,4,471.79,23158,449,32,2566.97,1
C00953,CMP_009,Email,West,Mobile,61,62490.0,20,5,2.85,6,49.14,2121,89,6,584.41,1
C00954,CMP_004,Affiliate,West,Mobile,44,37625.0,24,2,1.85,4,354.62,19734,652,33,2254.36,1
C00955,CMP_019,Affiliate,West,Desktop,67,40396.0,54,3,5.45,5,254.43,12892,398,0,0.0,0
C00956,CMP_022,Influencer,West,Desktop,39,47167.0,52,3,8.68,6,1341.29,55014,1064,0,0.0,0
C00957,CMP_023,Search,Central,Mobile,64,58410.0,14,7,8.11,9,849.67,54038,3206,290,17157.66,1
C00958,CMP_027,Search,Central,Mobile,38,52800.0,62,5,10.58,7,693.42,37733,1925,0,0.0,0
C00959,CMP_040,Search,South,Tablet,41,34773.0,38,9,2.52,3,597.44,30475,1770,0,0.0,0
C00960,CMP_031,Search,North,Mobile,53,34665.0,14,4,16.46,5,522.9,31834,1992,0,0.0,0
C00961,CMP_002,Search,North,Desktop,38,17227.0,49,2,5.32,5,573.02,24140,1553,0,0.0,0
C00962,CMP_004,Email,East,Tablet,25,15000.0,66,1,1.75,10,55.19,2415,87,0,0.0,0
C00963,CMP_001,Email,East,Mobile,64,52628.0,3,2,10.03,3,38.46,1784,88,0,0.0,0
C00964,CMP_016,Affiliate,West,Desktop,41,96764.0,88,1,4.77,8,348.95,19277,418,0,0.0,0
C00965,CMP_015,Search,West,Tablet,66,87342.0,58,0,3.18,3,1014.88,54093,3339,0,0.0,0
C00966,CMP_038,Affiliate,North,Mobile,38,37392.0,25,4,4.79,5,250.96,20398,657,0,0.0,0
C00967,CMP_015,Email,West,Mobile,68,57698.0,72,3,0.75,3,24.37,982,41,0,0.0,0
C00968,CMP_002,Search,West,Mobile,49,28638.0,80,2,14.25,8,740.34,37660,2313,0,0.0,0
C00969,CMP_036,Social,Central,Desktop,57,31382.0,91,4,7.59,3,413.22,19563,349,0,0.0,0
C00970,CMP_011,Social,East,Desktop,57,33445.0,75,5,5.33,2,480.51,26151,678,0,0.0,0
C00971,CMP_037,Email,South,Mobile,28,50941.0,19,4,3.95,4,49.56,2908,99,8,863.72,1
C00972,CMP_031,Email,South,Mobile,60,51716.0,15,4,10.95,7,64.3,3364,127,0,0.0,0
C00973,CMP_036,Affiliate,Central,Mobile,67,59549.0,20,1,14.82,9,196.44,10546,317,0,0.0,0
C00974,CMP_033,Social,South,Mobile,52,66938.0,84,3,1.55,7,450.65,20913,350,0,0.0,0
C00975,CMP_006,Display,West,Mobile,67,48936.0,29,2,5.33,5,329.14,21835,61,0,0.0,0
C00976,CMP_026,Search,East,Mobile,61,55652.0,31,4,6.64,7,673.38,30493,1907,0,0.0,0
C00977,CMP_017,Search,North,Mobile,52,35311.0,85,4,10.88,11,741.99,13860,842,0,0.0,0
C00978,CMP_026,Search,East,Desktop,42,30799.0,19,5,8.43,7,766.64,33746,2291,0,0.0,0
C00979,CMP_030,Social,Central,Tablet,62,28018.0,39,5,6.97,4,264.51,19528,421,0,0.0,0
C00980,CMP_021,Affiliate,South,Desktop,27,66686.0,28,0,4.94,7,310.15,11839,413,0,0.0,0
C00981,CMP_013,Influencer,South,Mobile,47,48918.0,28,2,1.36,4,1268.0,69506,2068,0,0.0,0
C00982,CMP_037,Display,East,Mobile,60,21320.0,57,2,5.62,2,282.93,11887,29,0,0.0,0
C00983,CMP_027,Search,North,Mobile,67,53864.0,71,4,4.1,7,651.72,35620,2062,0,0.0,0
C00984,CMP_036,Email,South,Mobile,31,32521.0,25,3,1.54,11,53.64,3275,124,0,0.0,0
C00985,CMP_010,Affiliate,East,Mobile,22,84887.0,3,3,14.85,8,257.56,11698,411,0,0.0,0
C00986,CMP_034,Social,East,Desktop,35,44581.0,61,1,5.26,7,189.0,11868,219,0,0.0,0
C00987,CMP_013,Email,East,Mobile,62,67267.0,52,3,8.26,4,52.13,3171,126,0,0.0,0
C00988,CMP_019,Social,East,Mobile,45,74601.0,63,3,4.25,6,376.35,20017,350,0,0.0,0
C00989,CMP_035,Influencer,East,Mobile,20,37811.0,43,4,2.04,4,1325.06,65295,1971,0,0.0,0
C00990,CMP_015,Display,South,Mobile,24,56369.0,74,2,8.71,2,295.33,14108,40,0,0.0,0
C00991,CMP_011,Influencer,West,Mobile,35,64962.0,59,4,15.54,5,1966.15,82305,2061,222,16336.56,1
C00992,CMP_037,Influencer,South,Mobile,35,57080.0,72,2,10.77,5,1128.94,43761,1414,0,0.0,0
C00993,CMP_039,Social,North,Desktop,25,61500.0,70,2,7.19,6,1621.52,12120,247,0,0.0,0
C00994,CMP_013,Affiliate,West,Mobile,43,31067.0,47,5,4.14,2,242.71,12971,363,0,0.0,0
C00995,CMP_013,Search,Central,Mobile,42,64973.0,31,3,6.2,6,520.01,28161,1724,0,0.0,0
C00996,CMP_010,Display,North,Tablet,28,46249.0,55,3,8.51,10,318.75,19154,19,0,0.0,0
C00997,CMP_001,Email,East,Desktop,30,61290.0,61,1,3.85,4,43.26,2152,78,1,82.37,1
C00998,CMP_023,Affiliate,North,Desktop,52,71560.0,54,3,8.42,4,297.58,18856,534,0,0.0,0
C00999,CMP_011,Social,North,Tablet,67,67039.0,50,4,4.41,8,398.42,13426,166,18,2071.37,1
C01000,CMP_034,Email,West,Mobile,69,61277.0,32,5,0.52,4,55.32,3759,162,0,0.0,0
C01001,CMP_007,Search,Central,Tablet,47,66558.0,12,4,2.16,4,865.15,42987,2321,0,0.0,0
C01002,CMP_026,Email,North,Mobile,20,67391.0,41,2,4.6,11,51.01,2191,100,0,0.0,0
C01003,CMP_021,Email,Central,Mobile,64,81919.0,84,2,5.62,4,30.0,1466,62,0,0.0,0
C01004,CMP_025,Display,South,Mobile,67,54387.0,68,3,10.03,5,256.82,16903,78,0,0.0,0
C01005,CMP_005,Social,South,Desktop,32,57951.0,72,3,6.49,2,234.71,10184,156,0,0.0,0
C01006,CMP_019,Affiliate,East,Mobile,38,71777.0,70,6,1.0,11,205.79,10492,313,0,0.0,0
C01007,CMP_026,Social,East,Mobile,19,46173.0,88,2,8.5,4,10.0,396,8,0,0.0,0
C01008,CMP_014,Display,North,Mobile,59,30965.0,21,5,3.98,7,375.5,20283,153,0,0.0,0
C01009,CMP_035,Search,South,Mobile,58,63878.0,69,0,1.35,5,332.8,20809,1350,0,0.0,0
C01010,CMP_022,Display,East,Tablet,19,51292.0,6,7,8.45,7,364.92,19293,151,0,0.0,0
C01011,CMP_015,Search,East,Desktop,54,33265.0,23,2,9.42,7,484.54,22473,1418,0,0.0,0
C01012,CMP_002,Search,East,Mobile,39,64010.0,2,1,5.86,10,551.28,25308,1698,0,0.0,0
C01013,CMP_007,Affiliate,South,Mobile,46,80760.0,41,3,6.74,4,372.0,19018,588,0,0.0,0
C01014,CMP_020,Social,South,Tablet,29,25665.0,13,6,5.71,3,362.46,20108,253,0,0.0,0
C01015,CMP_017,Email,South,Mobile,60,73402.0,37,3,8.25,3,35.41,2078,80,0,0.0,0
C01016,CMP_035,Display,South,Mobile,39,15000.0,12,6,4.5,2,254.93,10093,177,0,0.0,0
C01017,CMP_032,Influencer,South,Mobile,61,47795.0,3,2,0.46,6,752.09,33959,758,0,0.0,0
C01018,CMP_007,Email,South,Mobile,25,88129.0,45,3,2.19,5,62.75,4046,124,0,0.0,0
C01019,CMP_024,Search,East,Desktop,48,49090.0,39,5,2.6,6,699.09,38435,2119,0,0.0,0
C01020,CMP_019,Affiliate,Central,Desktop,34,56619.0,40,1,4.0,5,227.47,11709,336,0,0.0,0
C01021,CMP_005,Display,North,Mobile,68,68732.0,33,0,4.36,6,369.11,21347,219,0,0.0,0
C01022,CMP_027,Affiliate,North,Desktop,46,24103.0,39,4,13.85,6,294.85,7845,279,0,0.0,0
C01023,CMP_022,Search,East,Desktop,55,56298.0,0,5,5.2,8,550.27,31217,1742,0,0.0,0
C01024,CMP_004,Display,West,Mobile,22,56156.0,45,7,6.73,7,321.93,24225,351,0,0.0,0
C01025,CMP_019,Social,South,Mobile,53,88522.0,81,3,4.64,5,371.41,18850,404,24,1712.59,1
C01026,CMP_030,Affiliate,South,Mobile,23,32757.0,13,3,5.72,3,200.47,10583,372,0,0.0,0
C01027,CMP_014,Social,North,Desktop,36,48132.0,13,2,6.68,5,93.5,4370,99,0,0.0,0
C01028,CMP_015,Display,Central,Desktop,29,38290.0,74,4,10.8,4,274.02,11083,66,0,0.0,0
C01029,CMP_005,Search,South,Desktop,18,36381.0,48,4,10.63,5,597.09,26888,1852,0,0.0,0
C01030,CMP_009,Search,South,Mobile,48,75293.0,24,3,1.3,4,347.26,20477,1360,142,15494.42,1
C01031,CMP_040,Display,West,Mobile,30,55480.0,75,2,2.69,7,374.7,20857,174,0,0.0,0
C01032,CMP_025,Search,North,Mobile,44,45000.0,31,1,3.97,4,557.16,23003,1539,76,9050.69,1
C01033,CMP_008,Affiliate,South,Desktop,57,45679.0,58,1,10.05,5,280.43,12248,527,62,5949.83,1
C01034,CMP_020,Search,South,Desktop,27,44862.0,53,2,6.22,7,646.47,28363,1840,0,0.0,0
C01035,CMP_008,Display,West,Desktop,54,46472.0,16,4,4.34,6,288.54,14906,14,0,0.0,0
C01036,CMP_018,Social,North,Mobile,33,32240.0,72,9,1.68,5,328.8,15787,156,7,409.21,1
C01037,CMP_006,Search,Central,Mobile,35,50343.0,59,0,8.76,3,467.97,23073,1417,0,0.0,0
C01038,CMP_025,Search,South,Desktop,48,48534.0,20,1,11.14,2,290.75,11414,633,0,0.0,0
C01039,CMP_023,Email,Central,Mobile,50,41360.0,72,3,2.29,3,71.62,4743,172,0,0.0,0
C01040,CMP_026,Email,North,Mobile,52,57791.0,59,4,0.97,5,54.54,2890,119,10,672.05,1
C01041,CMP_018,Display,South,Mobile,28,59318.0,82,5,4.87,5,210.51,9425,58,3,176.09,1
C01042,CMP_012,Display,North,Mobile,48,44980.0,78,4,4.97,3,348.63,14657,180,0,0.0,0
C01043,CMP_010,Display,Central,Desktop,31,52406.0,30,5,13.36,10,193.36,8924,115,0,0.0,0
C01044,CMP_009,Email,West,Desktop,32,93855.0,89,5,3.12,4,58.65,3619,126,0,0.0,0
C01045,CMP_018,Social,Central,Desktop,67,93168.0,3,4,2.67,6,448.78,29210,568,0,0.0,0
C01046,CMP_019,Social,North,Mobile,23,36026.0,32,4,2.58,6,318.99,13927,216,0,0.0,0
C01047,CMP_027,Influencer,North,Mobile,39,38540.0,58,2,1.81,6,620.61,28313,811,0,0.0,0
C01048,CMP_003,Affiliate,East,Mobile,40,35931.0,51,6,4.43,5,210.5,7005,202,0,0.0,0
C01049,CMP_012,Social,Central,Mobile,30,74027.0,21,3,9.14,2,408.97,13860,314,0,0.0,0
C01050,CMP_035,Display,South,Desktop,58,47826.0,19,2,9.42,6,156.52,8035,61,0,0.0,0
C01051,CMP_037,Email,Central,Mobile,43,59314.0,74,1,1.89,4,39.16,1834,87,5,510.16,1
C01052,CMP_038,Social,Central,Mobile,55,90945.0,84,4,10.35,6,553.24,25673,496,0,0.0,0
C01053,CMP_013,Email,West,Mobile,38,54812.0,65,1,5.26,2,48.49,2184,70,0,0.0,0
C01054,CMP_006,Social,Central,Tablet,64,67712.0,50,3,0.69,9,713.99,37991,791,0,0.0,0
C01055,CMP_008,Display,West,Desktop,55,64368.0,74,4,8.41,3,336.82,17278,112,0,0.0,0
C01056,CMP_006,Affiliate,West,Desktop,35,44412.0,23,2,10.74,8,233.48,14104,280,0,0.0,0
C01057,CMP_039,Social,Central,Desktop,68,74065.0,92,4,3.29,4,288.78,21951,359,0,0.0,0
C01058,CMP_036,Search,South,Desktop,62,39705.0,11,2,5.17,9,389.09,15289,959,0,0.0,0
C01059,CMP_033,Display,North,Mobile,48,79118.0,56,1,4.31,6,311.15,11713,139,0,0.0,0
C01060,CMP_030,Affiliate,East,Mobile,18,44426.0,32,4,5.54,6,211.86,14016,467,0,0.0,0
C01061,CMP_014,Display,West,Mobile,48,46397.0,86,4,4.2,9,268.64,13277,104,0,0.0,0
C01062,CMP_020,Social,North,Desktop,53,35407.0,23,2,5.96,4,419.24,24346,393,0,0.0,0
C01063,CMP_034,Display,Central,Mobile,36,38363.0,61,2,0.42,11,236.27,9162,31,0,0.0,0
C01064,CMP_033,Social,Central,Mobile,25,47318.0,15,3,3.18,7,500.37,19715,437,0,0.0,0
C01065,CMP_021,Affiliate,East,Tablet,47,15000.0,17,3,4.61,7,269.02,15784,528,0,0.0,0
C01066,CMP_034,Social,Central,Desktop,59,50800.0,39,0,7.71,5,326.4,12237,184,0,0.0,0
C01067,CMP_014,Display,South,Mobile,34,45856.0,76,3,0.43,6,3632.17,20527,315,0,0.0,0
C01068,CMP_017,Email,Central,Desktop,41,69220.0,26,2,10.77,3,15.36,897,39,0,0.0,0
C01069,CMP_034,Search,East,Mobile,18,62614.0,66,1,5.2,2,666.53,28752,1857,0,0.0,0
C01070,CMP_016,Affiliate,Central,Desktop,54,42263.0,54,3,10.16,4,276.47,18131,542,0,0.0,0
C01071,CMP_031,Display,Central,Mobile,63,46746.0,93,1,6.6,8,113.52,6294,113,0,0.0,0
C01072,CMP_019,Search,North,Mobile,58,50777.0,28,2,12.68,6,263.21,12634,706,0,0.0,0
C01073,CMP_012,Affiliate,West,Mobile,40,81747.0,23,3,6.91,5,225.59,11494,222,21,2054.48,1
C01074,CMP_009,Affiliate,South,Tablet,20,40199.0,86,0,1.04,4,201.43,6179,213,0,0.0,0
C01075,CMP_025,Social,East,Mobile,43,42044.0,31,2,7.98,6,391.89,14367,328,0,0.0,0
C01076,CMP_020,Search,West,Mobile,66,34685.0,20,1,5.59,7,607.88,35108,2256,0,0.0,0
C01077,CMP_015,Search,North,Desktop,22,28323.0,78,1,3.0,5,873.81,45624,3021,0,0.0,0
C01078,CMP_030,Display,West,Mobile,29,60526.0,78,4,5.78,8,266.85,17253,238,0,0.0,0
C01079,CMP_001,Social,West,Mobile,61,58652.0,6,3,7.03,6,471.83,25469,613,0,0.0,0
C01080,CMP_004,Social,East,Mobile,47,78090.0,82,0,6.02,7,342.34,13023,260,0,0.0,0
C01081,CMP_039,Affiliate,South,Mobile,26,73745.0,60,6,1.33,5,278.44,11049,353,0,0.0,0
C01082,CMP_027,Affiliate,South,Mobile,19,98148.0,26,3,13.53,4,218.17,9126,280,25,1999.36,1
C01083,CMP_022,Influencer,Central,Mobile,39,53670.0,51,1,8.83,4,722.36,31909,971,0,0.0,0
C01084,CMP_001,Affiliate,Central,Desktop,48,50310.0,22,3,4.94,2,203.18,10475,278,0,0.0,0
C01085,CMP_024,Display,East,Tablet,61,31596.0,16,3,3.97,4,333.27,20628,152,0,0.0,0
C01086,CMP_018,Influencer,Central,Mobile,63,67538.0,12,2,12.94,4,778.91,43838,867,0,0.0,0
C01087,CMP_024,Influencer,West,Desktop,41,57134.0,15,5,5.98,6,1224.6,76693,2170,0,0.0,0
C01088,CMP_002,Search,East,Tablet,39,66723.0,55,4,1.42,9,655.85,35451,2419,0,0.0,0
C01089,CMP_023,Search,Central,Mobile,66,34496.0,77,3,12.98,9,658.75,30175,1689,0,0.0,0
C01090,CMP_024,Social,North,Tablet,58,61329.0,46,0,3.48,3,487.55,17619,173,0,0.0,0
C01091,CMP_012,Display,West,Mobile,28,58694.0,1,2,1.4,5,482.04,27144,209,0,0.0,0
C01092,CMP_003,Social,North,Mobile,53,57503.0,41,4,6.07,3,245.82,12059,236,0,0.0,0
C01093,CMP_039,Social,East,Desktop,55,42701.0,71,3,2.85,3,353.03,20450,352,0,0.0,0
C01094,CMP_029,Search,East,Mobile,30,76408.0,80,5,4.55,7,587.65,25834,1395,69,3251.08,1
C01095,CMP_025,Search,East,Mobile,68,91906.0,70,3,6.8,4,507.23,33648,2205,146,10110.89,1
C01096,CMP_031,Social,West,Mobile,33,35014.0,35,3,0.13,12,538.97,35778,704,0,0.0,0
C01097,CMP_027,Influencer,Central,Mobile,46,67968.0,62,1,5.51,8,1644.12,67867,2309,113,10734.36,1
C01098,CMP_006,Affiliate,North,Mobile,43,15000.0,6,9,11.1,7,417.08,22226,775,0,0.0,0
C01099,CMP_019,Email,Central,Desktop,53,67035.0,39,3,1.54,10,47.72,1636,58,0,0.0,0
C01100,CMP_036,Email,South,Mobile,64,21337.0,51,1,0.32,9,32.61,1363,57,0,0.0,0
C01101,CMP_012,Social,East,Desktop,38,45551.0,2,5,9.04,5,371.27,15320,321,0,0.0,0
C01102,CMP_039,Influencer,East,Desktop,37,31366.0,1,5,5.31,6,848.48,37301,1237,0,0.0,0
C01103,CMP_003,Influencer,South,Desktop,57,51119.0,76,3,7.41,7,1495.6,70706,1565,0,0.0,0
C01104,CMP_014,Email,East,Mobile,67,70098.0,21,3,3.52,6,61.18,2583,87,0,0.0,0
C01105,CMP_015,Influencer,West,Desktop,65,21568.0,12,4,5.94,7,1474.65,75995,1913,0,0.0,0
C01106,CMP_025,Email,North,Desktop,57,48529.0,56,2,13.08,5,81.23,2818,109,5,473.04,1
C01107,CMP_008,Social,North,Mobile,54,45759.0,26,7,7.49,10,400.97,24029,405,0,0.0,0
C01108,CMP_010,Affiliate,East,Desktop,57,83459.0,94,2,1.73,5,2405.71,7925,251,0,0.0,0
C01109,CMP_027,Social,South,Mobile,66,62772.0,90,5,10.47,10,393.91,19077,75,0,0.0,0
C01110,CMP_012,Email,West,Desktop,18,33810.0,79,1,4.72,6,35.35,1617,55,0,0.0,0
C01111,CMP_036,Search,North,Mobile,48,46517.0,28,2,0.5,6,474.76,28622,1735,0,0.0,0
C01112,CMP_035,Display,South,Mobile,19,83010.0,84,5,2.42,8,300.7,14047,106,0,0.0,0
C01113,CMP_013,Affiliate,Central,Desktop,48,67859.0,24,3,1.95,6,286.63,18511,740,32,3873.34,1
C01114,CMP_023,Affiliate,South,Mobile,38,38472.0,23,6,4.54,10,187.09,10024,301,24,1380.5,1
C01115,CMP_014,Email,North,Tablet,33,50193.0,93,1,10.67,4,30.22,1228,40,0,0.0,0
C01116,CMP_014,Email,South,Desktop,64,50768.0,64,1,8.75,6,60.62,2901,105,0,0.0,0
C01117,CMP_027,Influencer,East,Mobile,54,45316.0,8,3,2.94,7,882.55,43737,1310,0,0.0,0
C01118,CMP_012,Social,East,Desktop,47,24216.0,85,3,6.97,7,417.26,23927,400,0,0.0,0
C01119,CMP_006,Affiliate,Central,Desktop,63,42803.0,15,6,3.3,6,335.38,17334,343,0,0.0,0
C01120,CMP_011,Display,Central,Mobile,23,80006.0,65,0,3.93,7,372.44,17796,201,0,0.0,0
C01121,CMP_038,Email,South,Desktop,51,48139.0,42,2,6.31,7,58.81,2490,113,0,0.0,0
C01122,CMP_011,Influencer,North,Tablet,26,53141.0,1,4,1.54,5,1590.06,87097,2130,0,0.0,0
C01123,CMP_015,Email,Central,Mobile,30,57529.0,75,2,4.22,8,53.5,2486,92,7,421.68,1
C01124,CMP_026,Search,Central,Desktop,27,94927.0,65,2,4.27,10,399.94,17112,1099,0,0.0,0
C01125,CMP_005,Search,North,Mobile,46,55160.0,84,3,2.64,5,1042.04,41384,2070,117,13026.09,1
C01126,CMP_011,Search,Central,Desktop,50,74691.0,58,1,6.89,7,679.01,40914,2609,105,7623.14,1
C01127,CMP_007,Display,North,Mobile,57,44233.0,72,3,6.93,10,342.39,12032,98,6,647.88,1
C01128,CMP_037,Display,West,Mobile,40,50331.0,86,5,2.12,5,315.4,17284,214,0,0.0,0
C01129,CMP_038,Affiliate,South,Mobile,66,55226.0,93,3,1.48,3,122.04,6127,149,9,825.55,1
C01130,CMP_031,Affiliate,West,Tablet,37,41066.0,53,3,4.76,3,184.29,8207,243,0,0.0,0
C01131,CMP_010,Search,Central,Desktop,26,51333.0,1,4,2.34,4,894.37,38305,2484,0,0.0,0
C01132,CMP_025,Email,Central,Desktop,19,70985.0,33,2,3.56,5,21.06,1056,45,0,0.0,0
C01133,CMP_027,Display,West,Tablet,24,40593.0,59,1,0.11,6,289.07,12899,12,0,0.0,0
C01134,CMP_035,Affiliate,East,Desktop,41,55002.0,10,0,4.23,7,269.96,11940,409,0,0.0,0
C01135,CMP_007,Social,Central,Mobile,39,67757.0,11,2,3.71,2,357.51,21428,499,0,0.0,0
C01136,CMP_030,Search,Central,Tablet,62,40160.0,37,1,1.6,3,963.56,46693,2900,0,0.0,0
C01137,CMP_008,Search,South,Mobile,24,74717.0,87,6,8.4,4,322.6,16154,974,0,0.0,0
C01138,CMP_023,Email,North,Desktop,31,56312.0,30,2,3.63,6,39.04,1638,73,0,0.0,0
C01139,CMP_036,Display,North,Desktop,68,52028.0,89,2,5.22,10,328.72,19705,169,0,0.0,0
C01140,CMP_003,Social,West,Desktop,19,18853.0,77,1,8.08,6,447.27,27826,253,0,0.0,0
C01141,CMP_006,Influencer,East,Desktop,40,48275.0,29,2,7.21,4,1235.2,64459,1374,0,0.0,0
C01142,CMP_033,Influencer,East,Mobile,28,61689.0,22,7,1.19,6,1296.43,83325,2728,0,0.0,0
C01143,CMP_001,Influencer,North,Mobile,45,86416.0,79,3,5.41,9,969.35,43196,1029,0,0.0,0
C01144,CMP_028,Search,South,Mobile,68,65222.0,72,3,2.6,6,538.34,31865,1948,0,0.0,0
C01145,CMP_021,Social,East,Tablet,29,75272.0,60,5,10.09,4,273.7,12646,122,0,0.0,0
C01146,CMP_014,Display,South,Mobile,37,33236.0,93,2,15.01,6,335.65,15163,162,14,224.03,1
C01147,CMP_035,Influencer,Central,Desktop,41,52717.0,9,1,11.02,4,586.13,37503,1050,0,0.0,0
C01148,CMP_034,Search,East,Desktop,59,76973.0,37,4,8.27,11,353.64,16399,1171,69,5991.37,1
C01149,CMP_014,Affiliate,West,Desktop,69,39021.0,57,6,4.58,6,315.64,12764,434,0,0.0,0
C01150,CMP_001,Email,Central,Mobile,23,72374.0,6,1,8.77,5,41.1,1309,58,0,0.0,0
C01151,CMP_006,Affiliate,East,Mobile,43,68200.0,93,0,0.8,5,430.71,21570,450,0,0.0,0
C01152,CMP_005,Email,North,Desktop,57,59945.0,54,3,2.86,5,43.01,1709,63,0,0.0,0
C01153,CMP_040,Email,North,Mobile,18,49083.0,29,3,6.99,5,43.09,3005,152,0,0.0,0
C01154,CMP_024,Search,South,Desktop,59,37247.0,22,4,4.15,6,836.79,56400,3639,0,0.0,0
C01155,CMP_028,Email,East,Mobile,30,86957.0,0,2,1.84,4,64.66,1293,54,0,0.0,0
C01156,CMP_010,Email,North,Desktop,44,66374.0,56,1,6.86,6,47.05,3121,153,0,0.0,0
C01157,CMP_035,Email,East,Desktop,68,61131.0,93,8,12.5,4,48.6,2050,73,0,0.0,0
C01158,CMP_029,Search,West,Desktop,51,47569.0,3,5,11.76,5,780.73,48812,3023,199,18829.93,1
C01159,CMP_031,Influencer,East,Mobile,69,55682.0,39,2,2.9,7,1272.41,77100,2117,0,0.0,0
C01160,CMP_019,Email,West,Desktop,49,57965.0,63,7,14.0,4,44.98,2852,112,4,255.26,1
C01161,CMP_028,Display,East,Mobile,28,62198.0,41,3,3.37,7,283.37,19266,19,0,0.0,0
C01162,CMP_022,Influencer,Central,Mobile,54,68218.0,62,2,5.51,5,1909.91,73382,2384,0,0.0,0
C01163,CMP_016,Email,Central,Mobile,49,40916.0,68,2,9.74,7,45.31,1791,72,0,0.0,0
C01164,CMP_024,Email,West,Mobile,34,28601.0,92,7,0.41,8,45.27,2629,111,2,134.42,1
C01165,CMP_013,Affiliate,North,Mobile,21,56517.0,58,4,5.26,5,246.91,12622,335,0,0.0,0
C01166,CMP_039,Influencer,West,Mobile,51,23550.0,68,4,2.28,5,1221.71,69344,1484,0,0.0,0
